GeneName	logFC	logCPM	F	PValue	FDR
Gm43291	-2.74352504626132	9.50916655731249	26.4809643630305	1.74922485466516e-06	0.0169072727034267
Rps27rt	-1.46061823614291	11.1305943243827	24.0871190719728	3.34653117834832e-06	0.0169072727034267
Gm2000	-2.02755068307808	9.92222229629212	23.9304467552361	3.57598830444726e-06	0.0169072727034267
Gm42418	2.10964141776846	10.175866586249	22.6282329567918	6.22869195636962e-06	0.0220869416772867
Hspa1a	-2.88395082931134	10.6807042170408	21.1516567637433	1.1782937324733e-05	0.0262649442631657
Cxcl10	-2.64910272873259	9.70169182876922	20.9325123499473	1.29621735762303e-05	0.0262649442631657
Nsd1	2.11126180545226	9.45580812741547	35.4492093043426	1.40733793993755e-05	0.0262649442631657
Tgfbr2	2.06147895500514	9.37479482646803	29.7638153922335	1.73513513647583e-05	0.0262649442631657
Chd2	1.75499169064533	9.68215696726898	20.2102966811653	1.77756313985521e-05	0.0262649442631657
Ly6k	-2.43075908776052	9.4429942175535	20.2919665373943	2.15282572773487e-05	0.0262649442631657
Cdk12	2.11416066625823	9.42460502175364	35.1434174367624	2.21155416747605e-05	0.0262649442631657
Tnfrsf4	2.05676898336954	9.37556098311101	20.8027205593264	2.2220765028059e-05	0.0262649442631657
Slpi	-3.18627812666859	11.3775609757781	17.9641207626326	4.81690810960467e-05	0.0525561727897174
Ing4	1.98767185762257	9.43999762491717	30.1204486514451	5.3702577886879e-05	0.0544083831962494
Relb	-2.05671724831239	9.4938182472914	20.8759339856499	5.8609411137384e-05	0.0554210591715103
Clint1	1.63283410457834	9.57770885942472	17.436791845666	0.000139624029518641	0.123776702168275
Ccrl2	-2.05939133537911	9.61239506556993	15.3206340877084	0.000160558420789497	0.133962390616367
Smarca5	1.54092210202855	9.61960608192558	15.9522595825988	0.000197604388798988	0.153461158090827
Cd81	-1.83111513818277	9.49452043275652	14.7388338854756	0.000210283763112233	0.153461158090827
Ipcef1	1.77377848816901	9.47916813175384	18.6232979776033	0.000216442530552109	0.153461158090827
Ep300	1.80638972701795	9.39644806492534	26.144595873496	0.000227205606310446	0.153461158090827
Cul3	1.75255970557514	9.35398816739158	22.9216705039072	0.000242558297854546	0.156383949853131
Maf	1.73322835039528	9.47101095827555	14.7924597913166	0.000308456573777014	0.176982378758095
Zcchc7	1.69580584743475	9.4997659456442	17.2262536785573	0.000309228882962756	0.176982378758095
Vps13a	1.85294911184858	9.39509073265741	25.3155311651951	0.000311940176886096	0.176982378758095
Ramp3	-2.03430790556792	9.53511480501654	13.6757284061992	0.000345947547599671	0.188727692890528
Arhgef6	1.77719506973731	9.38412108705555	26.1523432522969	0.000422228060755676	0.221810474583649
Tusc2	-1.86790691721922	9.40279348790841	19.1232830951224	0.000438083021048148	0.221920341805247
Grina	-1.82035804345205	9.45812696964677	17.6429778292849	0.000462880138341479	0.226396271801226
Klra8	-1.83894447045228	9.4027566027291	13.2396953864434	0.000542436922139979	0.250248570112653
Wrn	1.5766734310597	9.34594764164643	21.3063606363259	0.000546933564120998	0.250248570112653
Il10	1.7500510287785	9.38586692507941	16.9738560205893	0.00056938732233573	0.252380930625312
Gpr34	1.66041696349567	9.46788104693336	16.624047452992	0.000613703887398417	0.259279496116703
Txlna	1.59734801304882	9.34068598466229	20.4901417869642	0.000621510354481663	0.259279496116703
Nab1	1.69023929712419	9.44122541235894	17.0095853753247	0.000670839860183015	0.271862645052454
Hnrnpab	1.36507747716301	9.62366048759896	12.1699477520327	0.000708237547656814	0.27648241795664
Ptp4a1	-1.67152634328898	9.56094097850611	14.2266956127068	0.000734172983870425	0.27648241795664
Map1lc3a	-1.73428342130969	9.38783439942917	16.9249731741469	0.000740717137785696	0.27648241795664
Dpp3	1.61556780716909	9.38317025362222	21.0690850553844	0.000863772313917428	0.293421623067203
Herpud1	-1.64099302617759	10.5470229538616	11.68282679965	0.000895705956817092	0.293421623067203
Atrx	1.45063133618245	9.58029664961554	11.5816344354236	0.000940669226691687	0.293421623067203
Tcf3	-1.71958215267834	9.38052143228967	18.0492232714814	0.000942662396340289	0.293421623067203
Gcnt2	1.61989040520439	9.45845140332038	15.850285632516	0.000961165020421673	0.293421623067203
B630005N14Rik	1.49368038382526	9.33314701676222	21.8649350028265	0.000964051768948071	0.293421623067203
Ptprc	1.26561227457641	10.2841072436912	11.5256909500678	0.000966517040136083	0.293421623067203
Ninj1	-1.78030048877313	9.44877537631252	17.0745893007465	0.000974143185452463	0.293421623067203
Mbd3	-1.69875171218886	9.37710611105187	17.2085449345034	0.000985775491188216	0.293421623067203
Grn	-1.7148385866639	9.38047790993865	16.3415310535991	0.000992966575523529	0.293421623067203
Nktr	1.32444888593109	9.64152866647116	11.3303840722885	0.00106262831513812	0.307598367794268
Acin1	1.43637617863377	9.54733269445616	12.5245757340392	0.00109911200266097	0.311796092914865
Tram2	-1.73781155111749	9.49893763895269	14.5391968010648	0.00119460219805093	0.325323534424348
Uba52	-0.987109432533035	10.9442356596896	11.0600023659107	0.00121217973206133	0.325323534424348
Mycbp2	1.38622826730818	9.58892217927822	11.6880067177306	0.00121560542332843	0.325323534424348
Map7d1	-1.59388231471684	9.36330610483278	18.2112343301208	0.00134719983246378	0.353864489327154
Zfp868	1.46528743631272	9.33276710215703	19.6896610993536	0.00150400267795218	0.38786861789225
Cdk11b	1.34790441741583	9.55829647789939	10.5874642171884	0.00168008984319146	0.420537301494011
Acaa1a	-1.61454059482043	9.38199669665166	16.6746779276858	0.00171670058057735	0.420537301494011
Thap3	1.42339797486355	9.3294540871949	19.8197291853862	0.00171962517531392	0.420537301494011
Rlf	1.43250636806868	9.33113201187253	19.1548117758051	0.00180852622602802	0.43478196593189
Fam3c	1.54765175504774	9.42570552850909	16.5465068264049	0.0019897350732363	0.470373371313062
Epn1	-1.57550197952236	9.38330934367677	14.6635160881608	0.00207314132771461	0.482056337578754
Eml4	1.53791573504018	9.37064657742196	17.7805841069556	0.00212919866717915	0.48710570798821
Rnf19b	1.44757450993873	9.37272960976653	15.0612439917952	0.00218565347950549	0.489406019053437
Srek1	1.54102686442876	9.36609619511278	19.9970754656227	0.00220826178929921	0.489406019053437
Glrx3	-1.5398796172249	9.53085216849557	11.5003853369231	0.002269727386084	0.495289434526391
Ly6d	-1.81498509568649	10.3184824549732	9.67331849588517	0.00240137477992659	0.511478870447172
