AveLogCPM
Mrpl15	9.7791644607137
Lypla1	9.73215056495413
Gm37988	9.58136748488884
Tcea1	9.71430911711501
Atp6v1h	9.68382250685461
Rb1cc1	9.68734521356197
4732440D04Rik	9.58136748488884
St18	9.58136748488884
Pcmtd1	9.70336597296622
Gm26901	9.58136748488884
Rrs1	9.6164091787373
Mybl1	9.58136748488884
Vcpip1	9.63298228936214
1700034P13Rik	9.58136748488884
Sgk3	9.58136748488884
Mcmdc2	9.58136748488884
Snhg6	9.76166269701681
Cops5	9.61619846716027
Cspp1	9.61794125386357
Arfgef1	9.59829366518452
Slco5a1	9.58136748488884
Ncoa2	9.64982977811211
Tram1	9.7211165253423
Lactb2	9.5981035287243
Eya1	9.58136748488884
Gm9947	9.58136748488884
Msc	9.58136748488884
Terf1	9.66937745916078
Rpl7	11.438284225523
Rdh10	9.59780687969676
Stau2	9.58136748488884
Ube2w	9.6154756557265
Tceb1	10.0212587274597
Tmem70	9.6509249049031
Ly96	9.58136748488884
Il17a	11.489355509791
Il17f	9.7234627120108
Mcm3	9.65245703419338
Paqr8	9.58136748488884
Tram2	9.58136748488884
Tmem14a	9.58136748488884
Gm28836	9.58136748488884
Kcnq5	9.58136748488884
Gm26580	9.58136748488884
Ogfrl1	9.58136748488884
B3gat2	9.5976069251727
Smap1	9.90950144276597
Sdhaf4	9.66852786467109
Fam135a	9.58136748488884
Lmbrd1	9.69943271411266
Phf3	9.69935217910145
Ptp4a1	9.94874763507448
Prim2	9.58136748488884
Rab23	9.58136748488884
Bag2	9.58136748488884
Zfp451	9.65128491131314
Bend6	9.58136748488884
Dst	9.61631585299499
Ccdc115	9.61668130996243
Imp4	9.71552294948115
Ptpn18	10.5117657173451
4930568A12Rik	9.58136748488884
Arhgef4	9.5989007246654
Fam168b	9.76564244203834
Plekhb2	9.6338604807308
Hs6st1	9.59952657398608
Uggt1	9.65166166477086
Neurl3	10.0568079242713
Arid5a	9.68492344763533
4930403P22Rik	9.58136748488884
Kansl3	9.61869522134447
Lman2l	9.60007835761968
